id,SalePrice
1461,120129.31638285189
1462,153008.78931274835
1463,181999.67177216802
1464,195952.28499780234
1465,197477.8125872035
1466,171222.8437366318
1467,178212.01779580885
1468,161123.61215957542
1469,193898.47881496925
1470,119925.56963355588
1471,189952.674571833
1472,97385.92416901988
1473,96173.51867350194
1474,146413.76269308914
1475,113408.51351352438
1476,363558.8419400451
1477,250762.12819425605
1478,294599.1815289544
1479,299293.44565708213
1480,474977.58803628694
1481,325368.5976020464
1482,210850.56526419712
1483,177057.72071004263
1484,162710.84512153693
1485,191473.76554705817
1486,193107.90708996565
1487,339866.0295461018
1488,238341.3353204839
1489,193749.6160175262
1490,231349.06204074822
1491,195044.01950289906
1492,92756.67611514157
1493,189749.58843921273
1494,299951.3792833907
1495,293285.5911212206
1496,235702.0951615435
1497,179388.32508260943
1498,167787.27829460712
1499,162374.42494970965
1500,152697.77495439636
1501,174507.69277533883
1502,145503.6506212222
1503,290290.22303373436
1504,242519.0337992154
1505,225593.9126779169
1506,188193.2251987875
1507,245834.5514780434
1508,202873.92776776533
1509,163898.0977788804
1510,143480.39546743783
1511,148092.6730057099
1512,175334.363114845
1513,152363.3506562307
1514,155109.81990672945
1515,197374.40600365406
1516,157898.11081760877
1517,168347.7479253745
1518,132466.49684443185
1519,209170.43080419523
1520,127540.30850578842
1521,130083.4751555352
1522,178496.13977394527
1523,110130.48034133477
1524,125686.44701638765
1525,120266.19747097132
1526,113488.37444080878
1527,107566.14520398306
1528,137378.3893469948
1529,149722.56499002723
1530,184338.3627019246
1531,105988.75185360062
1532,98505.57943429326
1533,142816.38267748785
1534,127215.27170736801
1535,147673.90202250797
1536,106379.11563719086
1537,64977.58596862494
1538,147236.97205496213
1539,191933.55837510506
1540,94263.45850341629
1541,138707.10514196922
1542,139649.24986487327
1543,189700.53751999192
1544,85068.00848133801
1545,115257.94054333349
1546,135137.9128230153
1547,127884.20576731034
1548,138708.24355731037
1549,119838.49286651284
1550,135618.02321826073
1551,108884.99981547272
1552,136390.98109602084
1553,148289.80774366978
1554,116891.82272110358
1555,160376.90131114103
1556,85485.21858199117
1557,105780.75331708348
1558,97580.47664747847
1559,63552.76802692346
1560,134335.23100407352
1561,129372.72588983353
1562,130057.34828423712
1563,117918.55506134818
1564,155071.55198099796
1565,150955.34079507223
1566,237772.46824719795
1567,76404.07502957848
1568,230818.44131562527
1569,127780.26853477267
1570,139167.54640386638
1571,123248.06659908096
1572,142090.06900251668
1573,236848.63859264113
1574,118411.16056848996
1575,228294.7333937118
1576,241692.83937702083
1577,182201.7596481072
1578,148720.333350499
1579,144283.67460412002
1580,196843.86942393094
1581,153037.51734319574
1582,125687.59815299742
1583,295888.95713129675
1584,216154.0872743593
1585,136126.5245419615
1586,67143.73313938858
1587,104989.71874882629
1588,151179.16829745087
1589,96656.2164897681
1590,133891.40280903352
1591,92120.84101367684
1592,114189.92031279957
1593,127669.24235410168
1594,123646.96546166156
1595,107500.49085079688
1596,222575.43631115538
1597,193546.939659149
1598,227982.64081666252
1599,172656.03043455433
1600,162810.3634734947
1601,68670.55669450256
1602,117135.40853671772
1603,71358.13909721214
1604,260213.98917750374
1605,243774.23195768538
1606,168701.8701135875
1607,173316.5115734689
1608,214614.04136398603
1609,185339.24789518543
1610,150446.69880184537
1611,138184.72480648351
1612,170111.59149848693
1613,161412.03068661503
1614,128011.21692279405
1615,93618.23075704853
1616,77864.50013347293
1617,95346.82046651692
1618,124769.08143316275
1619,140093.2709394208
1620,152267.5507211408
1621,138619.24058028354
1622,141655.7119443922
1623,261268.10001323366
1624,209360.63951990515
1625,120859.60722550016
1626,170452.59591000873
1627,190582.2089344493
1628,280021.09485138254
1629,184313.13785743652
1630,345037.4836673678
1631,230402.01030487716
1632,244459.26090129744
1633,174440.99603746372
1634,185156.2667620114
1635,176706.7483973534
1636,152578.34298140116
1637,199100.659158286
1638,181426.65966096768
1639,190515.90016539735
1640,250882.8557438159
1641,183790.88245750172
1642,237825.74810509427
1643,216168.74043171617
1644,232651.6892808583
1645,196243.4430148259
1646,158437.26408653505
1647,162485.12081302618
1648,130092.84903816262
1649,138945.26242839964
1650,114357.9262802981
1651,120810.85338496086
1652,97580.9697134851
1653,99581.92010610177
1654,145872.1130276923
1655,138767.47796651215
1656,140735.7376032335
1657,147519.4876432962
1658,142980.17566041247
1659,119989.18953571939
1660,155445.67532750257
1661,419298.37808866455
1662,409959.9144741657
1663,380156.82259417407
1664,405317.02672523586
1665,304524.61387810117
1666,332727.8941430027
1667,378054.06368706265
1668,345331.79980074166
1669,314023.7219150114
1670,355979.7686123747
1671,257720.4358198642
1672,422106.3356116998
1673,290130.6274637998
1674,241744.7427118794
1675,191549.8467384336
1676,190618.29457446196
1677,217118.71217511428
1678,438373.25671008136
1679,384877.2593287705
1680,328430.46831946715
1681,251804.62614685172
1682,320551.6090298301
1683,180758.2039782271
1684,177031.50592298602
1685,175707.87662411158
1686,167858.36506960442
1687,174089.09740325197
1688,189156.15341024025
1689,196665.9871380539
1690,199987.54270210656
1691,186979.3619911359
1692,270939.6995971971
1693,170797.60703902604
1694,184650.31517458934
1695,169535.5477065146
1696,273139.1435075045
1697,174714.30275650596
1698,356328.7243360737
1699,310821.15828909323
1700,250690.5483084177
1701,275275.67958586826
1702,239339.33293508244
1703,242622.78779001473
1704,274618.4615428613
1705,240254.6633982153
1706,351918.5807491926
1707,213224.02152519688
1708,200166.59954659463
1709,272020.63809084444
1710,217809.30685683843
1711,271321.57657968486
1712,257725.5612832395
1713,275776.7590331795
1714,221973.31023980916
1715,208302.10338274724
1716,184707.92577077175
1717,178302.8199177091
1718,136842.96535761486
1719,208628.37657284676
1720,245426.44968563525
1721,166354.54316873205
1722,127172.56833180544
1723,155390.5140189213
1724,204903.5444044428
1725,236352.21222990216
1726,184387.77245498297
1727,150056.67678077635
1728,177684.5446027732
1729,167523.24023902905
1730,159384.82491728713
1731,121720.45748995735
1732,125576.70481500441
1733,114362.11069859349
1734,120517.87605578043
1735,126408.56764194198
1736,109538.31064061874
1737,300625.9204826808
1738,245427.90980908184
1739,244841.06712087514
1740,205655.0916807821
1741,186161.1465670503
1742,172304.68028312473
1743,179672.39926582115
1744,309047.7160495954
1745,218225.2518865934
1746,187923.06668821946
1747,216429.59148499547
1748,216340.4623839522
1749,143793.19792019943
1750,125301.15376914339
1751,250193.1435772964
1752,116708.23870390073
1753,150776.62439944246
1754,197324.70290036293
1755,163244.16043084324
1756,125232.62671663889
1757,120874.88124315944
1758,146173.93231535924
1759,162914.81203525115
1760,165864.95298613625
1761,145371.65297137402
1762,178226.26623223803
1763,186586.11649935058
1764,114040.70035471817
1765,162901.8124284146
1766,189156.9761116738
1767,221057.2497017576
1768,141194.68303192983
1769,176359.48874077672
1770,152452.1353226004
1771,126120.35287707669
1772,129969.54891021093
1773,128605.43269348
1774,140659.81178722408
1775,141933.40904825105
1776,129414.16546693043
1777,108882.85940210527
1778,138695.80415989956
1779,117226.30276048474
1780,181779.53965418335
1781,127000.82227805896
1782,87811.82053695578
1783,141429.5004814475
1784,106688.57466016016
1785,124913.91233491992
1786,143039.198942756
1787,166335.01548227656
1788,59761.775890834615
1789,100344.02086533888
1790,77853.7024555146
1791,179312.76914182067
1792,157557.8324752591
1793,129183.10929525136
1794,154077.2530573655
1795,133174.70342407908
1796,132423.87430412415
1797,114687.12015915605
1798,121971.41685215093
1799,110452.77829457342
1800,133045.82080612742
1801,125280.13053373339
1802,145466.320385419
1803,149797.1167786313
1804,136516.8040139631
1805,137478.21366620943
1806,123426.72313716768
1807,138741.03574987166
1808,127472.42288257518
1809,122748.93112930664
1810,140455.01061793743
1811,94718.00782550288
1812,97154.83686368303
1813,122499.15227032048
1814,95240.13647212644
1815,53868.599043833674
1816,97675.23535010073
1817,104381.68655252717
1818,140412.1607589688
1819,126472.41959421712
1820,50723.179720312204
1821,118130.73015177301
1822,151309.16944359252
1823,43011.87633476216
1824,129940.5613091749
1825,138362.73865588754
1826,103623.09789133017
1827,102392.71189761971
1828,136571.75383607985
1829,126078.70868938205
1830,136469.08698871554
1831,148754.90701489395
1832,74802.11691832588
1833,142185.36911198293
1834,117805.93148961694
1835,120672.95690477552
1836,124286.23885388688
1837,86656.20796820371
1838,121411.26777274706
1839,96384.37065790717
1840,143454.84326238657
1841,133963.54909515363
1842,88487.73732532334
1843,128038.80756870304
1844,144936.27387503497
1845,143189.667219106
1846,156253.39946813587
1847,165843.7223277841
1848,53223.96275860943
1849,113446.52181359929
1850,116939.78290887852
1851,151783.34842943156
1852,126135.2236144926
1853,121035.41241178403
1854,165757.54117426884
1855,148718.63545471488
1856,224095.07206430865
1857,135751.25487734348
1858,136444.40531564207
1859,122454.48786338167
1860,145342.80348235025
1861,121929.57641153086
1862,326868.90660889365
1863,307301.8928394007
1864,307371.07210507215
1865,343073.75789918425
1866,330872.50247933593
1867,231591.35931949585
1868,287203.9316897882
1869,201557.59661794355
1870,227403.39984263293
1871,259654.8730503992
1872,174467.04913612414
1873,234655.88623173867
1874,153629.38123424485
1875,198821.51891376017
1876,197421.95811124414
1877,209802.7120320921
1878,207665.76751403126
1879,128499.04273674493
1880,133594.05865654175
1881,243445.37208254187
1882,244449.69846779673
1883,186531.52801840578
1884,202823.50698463005
1885,244213.41900739213
1886,292145.13132714835
1887,212423.35184408378
1888,271828.08811972395
1889,164888.743595886
1890,113625.0524390113
1891,136008.9888201183
1892,97864.77614924958
1893,124555.23436346177
1894,123045.90563835105
1895,133751.5066154434
1896,127824.0789553666
1897,115878.29339456982
1898,109615.66862605618
1899,163261.0809251708
1900,157195.00885000642
1901,169714.53154914104
1902,152782.37101705576
1903,219290.65001405033
1904,147211.954692451
1905,199977.7709380257
1906,156683.32217482443
1907,206278.20417554353
1908,110777.70263008199
1909,132735.3224143685
1910,119828.41347253989
1911,222345.45340934233
1912,333727.1541597248
1913,142599.67869713122
1914,53730.067631847945
1915,295934.7002799626
1916,65288.57078663481
1917,252349.37571590696
1918,140879.77516407473
1919,176481.75699293753
1920,154334.42681355847
1921,383149.21516461414
1922,322157.1875149743
1923,231975.652651426
1924,215778.8876884334
1925,196192.17216519048
1926,369725.0697043822
1927,133549.2359372123
1928,158452.19607356272
1929,124883.46132170327
1930,134164.05115515093
1931,142418.7827267752
1932,141392.31920207886
1933,183723.65032970923
1934,182695.8714409413
1935,170053.9383201935
1936,194877.84151805632
1937,185532.5055134694
1938,170208.58291634003
1939,242256.70266094268
1940,192870.13742815703
1941,170268.79968051045
1942,185377.6390234414
1943,213087.21576357796
1944,368629.60338985035
1945,397822.2966302314
1946,130646.3625159116
1947,271679.20503594994
1948,170677.35345034147
1949,246613.97059317233
1950,191150.93865968825
1951,243959.0663448242
1952,206072.9689397719
1953,164440.65550063166
1954,183072.34532951325
1955,136255.952211214
1956,298870.5071956768
1957,151598.08076697105
1958,301532.1758166584
1959,144156.41521064093
1960,115542.25559967771
1961,120199.81380356384
1962,98319.66831224578
1963,105425.79653828515
1964,106746.84302881654
1965,140441.867977683
1966,139844.08210902195
1967,291057.029678119
1968,416499.37742220087
1969,389962.08262831264
1970,412183.8850091706
1971,459319.8348158377
1972,382439.8743999622
1973,265658.0485304027
1974,336640.86947424454
1975,451298.4712731466
1976,275881.1525745535
1977,353350.23562877096
1978,349057.93402609264
1979,327559.6927899131
1980,203030.1647854342
1981,342075.3637516427
1982,219430.5529462293
1983,206115.6783033555
1984,170098.53766224606
1985,224159.17209225072
1986,208863.93602940865
1987,183712.6791328492
1988,174969.1575603058
1989,191969.93055730098
1990,208014.2462489755
1991,228687.65539084197
1992,214478.2013061431
1993,168358.85739712388
1994,231053.92394667034
1995,184816.44549929904
1996,250833.4483942255
1997,318605.707974995
1998,318952.9537224052
1999,280109.27027745516
2000,319515.9369888336
2001,272992.7434740572
2002,242461.0046916471
2003,256565.83144206673
2004,277959.2339844766
2005,227255.13846182628
2006,222510.29109707836
2007,251286.7755130089
2008,214291.55280548157
2009,195726.24917764546
2010,197863.9685915666
2011,145152.15459785733
2012,176139.55137344723
2013,178351.13149855752
2014,183255.86626684695
2015,208887.6350891245
2016,190152.25703256697
2017,193439.7709486979
2018,118028.66399841619
2019,132401.09648791165
2020,103784.41107820578
2021,103231.52837785362
2022,182828.13230728154
2023,143338.3724415381
2024,269263.5276204839
2025,351625.6691585289
2026,174816.14485534292
2027,158413.01597859082
2028,155063.00015857568
2029,168534.28172964463
2030,266156.6618277235
2031,232419.13807291578
2032,254280.45578304978
2033,257563.22518557456
2034,173692.11349346003
2035,219480.80787975012
2036,202331.92832236708
2037,209050.1554383793
2038,320653.3585739629
2039,232605.60492100657
2040,270626.33424033993
2041,298336.78498564265
2042,206730.63833322172
2043,174357.38165809325
2044,175465.84029616043
2045,215006.2209890428
2046,146405.438916684
2047,146747.12827325513
2048,141800.17819988186
2049,143956.7784665086
2050,179818.56087502252
2051,105213.8293759362
2052,124481.22598687917
2053,148698.51543949926
2054,87400.92535658384
2055,159290.2934817312
2056,148708.24767973513
2057,112574.5504716036
2058,216575.7786579296
2059,132760.20339341986
2060,172989.8859466132
2061,176843.64454791564
2062,128633.61981372608
2063,116540.82677286815
2064,137857.61940340273
2065,119041.216328559
2066,164752.60220994393
2067,113710.14131365725
2068,149311.66677545942
2069,87970.37149648854
2070,117792.97270099948
2071,94293.20608460825
2072,136648.97460592314
2073,133419.89546643983
2074,188189.67190540594
2075,151090.21181702035
2076,120491.31040701088
2077,151814.39641102
2078,125712.63807067281
2079,134778.2644336476
2080,116998.42840318596
2081,128855.29640424006
2082,123601.91094099484
2083,149603.44946726892
2084,109048.98229745653
2085,114648.43950003837
2086,116682.48613861755
2087,124126.81181027825
2088,97186.0882994542
2089,76524.65940913316
2090,123685.52783596188
2091,109462.56943738663
2092,120757.72093539327
2093,115661.44839668712
2094,112893.24126780297
2095,149119.94623944318
2096,83999.89869085862
2097,97649.48079147041
2098,149290.75345752464
2099,51650.312328290536
2100,78284.15304754346
2101,118007.13513395346
2102,129264.0089837764
2103,105825.5326699566
2104,141238.98561301758
2105,128407.68170187926
2106,66874.39835363466
2107,188958.21891143604
2108,116459.52308929032
2109,110547.9524318813
2110,128290.302155726
2111,137649.92498109577
2112,137784.7010545845
2113,120192.62896538714
2114,120630.06916836668
2115,162664.56921871827
2116,118256.16389339797
2117,151207.44813005463
2118,127330.97094335059
2119,109806.68239902596
2120,113239.87333702623
2121,98858.01436963995
2122,114141.9802076981
2123,82887.60296475134
2124,160836.41861568484
2125,128359.36373447
2126,147547.1137388663
2127,162984.8306204917
2128,125803.84683275841
2129,95398.29110077032
2130,136538.0597359286
2131,143554.41120588826
2132,113363.65389003509
2133,123402.04653944407
2134,123686.9864813675
2135,99355.91068457217
2136,78640.86259148241
2137,106927.85427117057
2138,132628.56526784902
2139,152857.96872710393
2140,139736.7827164798
2141,165793.74321188225
2142,125308.09716366274
2143,147918.16072941734
2144,123716.58563783369
2145,137563.8225915589
2146,172108.70675832342
2147,143221.75468033546
2148,134544.69299394864
2149,150249.45365595265
2150,236342.91074321562
2151,117072.83288147867
2152,172695.0603049809
2153,160553.73696281473
2154,101463.01528383286
2155,141226.2892817713
2156,260455.36028557294
2157,226151.22036606187
2158,237481.54373748903
2159,214656.91000653664
2160,181291.22716986813
2161,238122.49836310983
2162,360654.217025851
2163,333539.45490888995
2164,256245.17417706558
2165,203410.7930557793
2166,159357.47106533792
2167,219544.48494193904
2168,191567.27052520754
2169,197940.61998404004
2170,217378.06401754712
2171,159589.05244175514
2172,133262.86972346844
2173,172205.37263513182
2174,222205.338330278
2175,302308.7023304417
2176,312902.1535157119
2177,236387.10767000428
2178,213526.83900882106
2179,136514.0321885685
2180,212945.0921197174
2181,192831.71088764461
2182,224129.32335967195
2183,189999.64619001982
2184,120558.50547599915
2185,129395.21026371558
2186,145835.108861258
2187,153512.77244899684
2188,155774.1206626484
2189,262171.40222611045
2190,80983.26704708113
2191,81833.59982474754
2192,88195.43256244142
2193,111000.2705485365
2194,99903.45735996509
2195,102117.15846817104
2196,101681.12154923061
2197,116236.77401799659
2198,160503.65164042579
2199,180571.60137996945
2200,149898.07846512104
2201,147634.01853689778
2202,215682.223776796
2203,137909.83765336924
2204,177883.64348381734
2205,118420.2832973985
2206,139992.28164517024
2207,225849.2904517127
2208,268654.2908662581
2209,242934.53424510494
2210,122035.03262034767
2211,120261.09388292923
2212,120885.99625873406
2213,104988.63299154204
2214,136767.84280233257
2215,102080.72584215205
2216,148269.3690502859
2217,68341.48641207188
2218,68824.6035919211
2219,67623.00708386168
2220,56263.39437067198
2221,296985.56127259624
2222,272753.91981851694
2223,283756.90177162504
2224,208281.54605169393
2225,118959.62433071232
2226,181331.3209007419
2227,196554.23542374204
2228,265526.4404562252
2229,251118.8521404321
2230,152513.31401989528
2231,210110.97966781518
2232,178627.7934262954
2233,177569.07830579966
2234,242826.09528348237
2235,216146.5104102521
2236,253341.67944257782
2237,313751.9854594311
2238,196688.3970040559
2239,110813.18986096274
2240,154533.01554650528
2241,154107.5746513786
2242,124976.67651076084
2243,133851.679806086
2244,105164.76745413317
2245,102154.05796304793
2246,140748.1450053618
2247,117946.2878403405
2248,121360.0425763201
2249,119248.62130068618
2250,132194.90186535055
2251,108024.40737999408
2252,182610.94919521076
2253,153234.03566248005
2254,182805.3007719439
2255,184849.51171471892
2256,181333.4421387345
2257,207424.20597990637
2258,162345.5096918653
2259,174323.13044137257
2260,161313.26054550384
2261,197090.51635521493
2262,211668.48224988097
2263,377783.9053431756
2264,446880.5035323898
2265,174569.02397982345
2266,313428.9072958876
2267,359035.0020807562
2268,432511.4364636739
